ip,cn,id,name,country,dns,port_forward,protocol,offline
149.36.49.157,toronto401,ca_toronto,CA Toronto,CA,ca-toronto.privacy.network,True,ovpnudp,False
149.36.49.144,toronto401,ca_toronto,CA Toronto,CA,ca-toronto.privacy.network,True,wg,False
154.6.95.8,idaho401,us_idaho-pf,US Idaho,US,us-idaho-pf.privacy.network,False,ikev2,False
154.6.95.2,idaho401,us_idaho-pf,US Idaho,US,us-idaho-pf.privacy.network,False,meta,False
154.6.95.21,idaho401,us_idaho-pf,US Idaho,US,us-idaho-pf.privacy.network,False,ovpntcp,False
154.6.95.17,idaho401,us_idaho-pf,US Idaho,US,us-idaho-pf.privacy.network,False,ovpnudp,False
154.6.95.12,idaho401,us_idaho-pf,US Idaho,US,us-idaho-pf.privacy.network,False,wg,False
154.6.89.20,kansas401,us_kansas-pf,US Kansas,US,us-kansas-pf.privacy.network,False,ikev2,False
154.6.89.2,kansas401,us_kansas-pf,US Kansas,US,us-kansas-pf.privacy.network,False,meta,False
154.6.89.15,kansas401,us_kansas-pf,US Kansas,US,us-kansas-pf.privacy.network,False,ovpntcp,False
154.6.89.21,kansas401,us_kansas-pf,US Kansas,US,us-kansas-pf.privacy.network,False,ovpnudp,False
154.6.89.27,kansas401,us_kansas-pf,US Kansas,US,us-kansas-pf.privacy.network,False,wg,False
188.126.94.45,copenhagen405,denmark_2,DK Streaming Optimized,DK,denmark-2.privacy.network,True,ikev2,False
188.126.94.34,copenhagen405,denmark_2,DK Streaming Optimized,DK,denmark-2.privacy.network,True,meta,False
188.126.94.46,copenhagen405,denmark_2,DK Streaming Optimized,DK,denmark-2.privacy.network,True,ovpntcp,False
188.126.94.40,copenhagen405,denmark_2,DK Streaming Optimized,DK,denmark-2.privacy.network,True,ovpnudp,False
188.126.94.56,copenhagen405,denmark_2,DK Streaming Optimized,DK,denmark-2.privacy.network,True,wg,False
154.6.83.148,virginia401,us_virginia-pf,US Virginia,US,us-virginia-pf.privacy.network,False,ikev2,False
154.6.83.130,virginia401,us_virginia-pf,US Virginia,US,us-virginia-pf.privacy.network,False,meta,False
154.6.83.135,virginia401,us_virginia-pf,US Virginia,US,us-virginia-pf.privacy.network,False,ovpntcp,False
154.6.83.145,virginia401,us_virginia-pf,US Virginia,US,us-virginia-pf.privacy.network,False,ovpnudp,False
154.6.83.145,virginia401,us_virginia-pf,US Virginia,US,us-virginia-pf.privacy.network,False,wg,False
95.181.232.5,morocco403,morocco,Morocco,MA,morocco.privacy.network,True,ikev2,False
95.181.232.2,morocco403,morocco,Morocco,MA,morocco.privacy.network,True,meta,False
95.181.232.10,morocco403,morocco,Morocco,MA,morocco.privacy.network,True,ovpntcp,False
95.181.232.5,morocco403,morocco,Morocco,MA,morocco.privacy.network,True,ovpnudp,False
95.181.232.12,morocco403,morocco,Morocco,MA,morocco.privacy.network,True,wg,False
62.133.47.16,kazakhstan402,kazakhstan,Kazakhstan,KZ,kazakhstan.privacy.network,True,ikev2,False
62.133.47.14,kazakhstan402,kazakhstan,Kazakhstan,KZ,kazakhstan.privacy.network,True,meta,False
62.133.47.21,kazakhstan402,kazakhstan,Kazakhstan,KZ,kazakhstan.privacy.network,True,ovpntcp,False
62.133.47.19,kazakhstan402,kazakhstan,Kazakhstan,KZ,kazakhstan.privacy.network,True,ovpnudp,False
62.133.47.26,kazakhstan402,kazakhstan,Kazakhstan,KZ,kazakhstan.privacy.network,True,wg,False
95.181.236.16,georgia404,georgia,Georgia,GE,georgia.privacy.network,True,ikev2,False
95.181.236.14,georgia404,georgia,Georgia,GE,georgia.privacy.network,True,meta,False
95.181.236.22,georgia404,georgia,Georgia,GE,georgia.privacy.network,True,ovpntcp,False
95.181.236.15,georgia404,georgia,Georgia,GE,georgia.privacy.network,True,ovpnudp,False
95.181.236.24,georgia404,georgia,Georgia,GE,georgia.privacy.network,True,wg,False
45.133.172.239,manchester426,uk_manchester,UK Manchester,GB,uk-manchester.privacy.network,True,ikev2,False
45.133.172.226,manchester426,uk_manchester,UK Manchester,GB,uk-manchester.privacy.network,True,meta,False
45.133.172.237,manchester426,uk_manchester,UK Manchester,GB,uk-manchester.privacy.network,True,ovpntcp,False
45.133.172.248,manchester426,uk_manchester,UK Manchester,GB,uk-manchester.privacy.network,True,ovpnudp,False
45.133.172.234,manchester426,uk_manchester,UK Manchester,GB,uk-manchester.privacy.network,True,wg,False
95.181.237.25,venezuela404,venezuela,Venezuela,VE,venezuela.privacy.network,True,ikev2,False
95.181.237.14,venezuela404,venezuela,Venezuela,VE,venezuela.privacy.network,True,meta,False
95.181.237.19,venezuela404,venezuela,Venezuela,VE,venezuela.privacy.network,True,ovpntcp,False
95.181.237.23,venezuela404,venezuela,Venezuela,VE,venezuela.privacy.network,True,ovpnudp,False
95.181.237.25,venezuela404,venezuela,Venezuela,VE,venezuela.privacy.network,True,wg,False
138.199.28.11,london446,uk_2,UK Streaming Optimized,GB,uk-2.privacy.network,True,ikev2,False
138.199.30.219,london446,uk_2,UK Streaming Optimized,GB,uk-2.privacy.network,True,meta,False
138.199.28.9,london446,uk_2,UK Streaming Optimized,GB,uk-2.privacy.network,True,ovpntcp,False
138.199.28.11,london446,uk_2,UK Streaming Optimized,GB,uk-2.privacy.network,True,ovpnudp,False
138.199.28.6,london446,uk_2,UK Streaming Optimized,GB,uk-2.privacy.network,True,wg,False
181.214.165.232,chicago410,us_chicago,US Chicago,US,us-chicago.privacy.network,False,ikev2,False
181.214.165.190,chicago410,us_chicago,US Chicago,US,us-chicago.privacy.network,False,meta,False
181.214.165.207,chicago410,us_chicago,US Chicago,US,us-chicago.privacy.network,False,ovpntcp,False
181.214.165.199,chicago410,us_chicago,US Chicago,US,us-chicago.privacy.network,False,ovpnudp,False
181.214.165.211,chicago410,us_chicago,US Chicago,US,us-chicago.privacy.network,False,wg,False
154.6.87.10,missouri401,us_missouri-pf,US Missouri,US,us-missouri-pf.privacy.network,False,ikev2,False
154.6.87.2,missouri401,us_missouri-pf,US Missouri,US,us-missouri-pf.privacy.network,False,meta,False
154.6.87.13,missouri401,us_missouri-pf,US Missouri,US,us-missouri-pf.privacy.network,False,ovpntcp,False
154.6.87.11,missouri401,us_missouri-pf,US Missouri,US,us-missouri-pf.privacy.network,False,ovpnudp,False
154.6.87.8,missouri401,us_missouri-pf,US Missouri,US,us-missouri-pf.privacy.network,False,wg,False
154.47.16.118,colombia403,bogota,Colombia,CO,bogota.privacy.network,True,ikev2,False
154.47.16.97,colombia403,bogota,Colombia,CO,bogota.privacy.network,True,meta,False
154.47.16.106,colombia403,bogota,Colombia,CO,bogota.privacy.network,True,ovpntcp,False
154.47.16.100,colombia403,bogota,Colombia,CO,bogota.privacy.network,True,ovpnudp,False
154.47.16.115,colombia403,bogota,Colombia,CO,bogota.privacy.network,True,wg,False
149.18.84.38,vietnam404,vietnam,Vietnam,VN,vietnam.privacy.network,True,ikev2,False
149.18.84.26,vietnam404,vietnam,Vietnam,VN,vietnam.privacy.network,True,meta,False
149.18.84.44,vietnam404,vietnam,Vietnam,VN,vietnam.privacy.network,True,ovpntcp,False
149.18.84.48,vietnam404,vietnam,Vietnam,VN,vietnam.privacy.network,True,ovpnudp,False
149.18.84.37,vietnam404,vietnam,Vietnam,VN,vietnam.privacy.network,True,wg,False
181.214.218.34,brussels418,belgium,Belgium,BE,brussels.privacy.network,True,ikev2,False
181.214.218.3,brussels418,belgium,Belgium,BE,brussels.privacy.network,True,meta,False
181.214.218.42,brussels418,belgium,Belgium,BE,brussels.privacy.network,True,ovpntcp,False
181.214.218.42,brussels418,belgium,Belgium,BE,brussels.privacy.network,True,ovpnudp,False
181.214.218.40,brussels418,belgium,Belgium,BE,brussels.privacy.network,True,wg,False
172.98.92.63,ontario412,ca_ontario,CA Ontario,CA,ca-ontario.privacy.network,True,ikev2,False
66.115.145.188,ontario412,ca_ontario,CA Ontario,CA,ca-ontario.privacy.network,True,meta,False
172.98.92.41,ontario412,ca_ontario,CA Ontario,CA,ca-ontario.privacy.network,True,ovpntcp,False
172.98.92.39,ontario412,ca_ontario,CA Ontario,CA,ca-ontario.privacy.network,True,ovpnudp,False
172.98.92.41,ontario412,ca_ontario,CA Ontario,CA,ca-ontario.privacy.network,True,wg,False
37.120.221.219,bratislava402,sk,Slovakia,SK,sk.privacy.network,True,ikev2,False
37.120.221.210,bratislava402,sk,Slovakia,SK,sk.privacy.network,True,meta,False
37.120.221.218,bratislava402,sk,Slovakia,SK,sk.privacy.network,True,ovpntcp,False
37.120.221.217,bratislava402,sk,Slovakia,SK,sk.privacy.network,True,ovpnudp,False
37.120.221.213,bratislava402,sk,Slovakia,SK,sk.privacy.network,True,wg,False
84.252.92.4,macau403,macau,Macao,MO,macau.privacy.network,True,ikev2,False
84.252.92.2,macau403,macau,Macao,MO,macau.privacy.network,True,meta,False
84.252.92.8,macau403,macau,Macao,MO,macau.privacy.network,True,ovpntcp,False
84.252.92.6,macau403,macau,Macao,MO,macau.privacy.network,True,ovpnudp,False
84.252.92.3,macau403,macau,Macao,MO,macau.privacy.network,True,wg,False
143.244.54.128,romania407,ro,Romania,RO,ro.privacy.network,True,ikev2,False
143.244.54.119,romania407,ro,Romania,RO,ro.privacy.network,True,meta,False
143.244.54.135,romania407,ro,Romania,RO,ro.privacy.network,True,ovpntcp,False
143.244.54.129,romania407,ro,Romania,RO,ro.privacy.network,True,ovpnudp,False
143.244.54.134,romania407,ro,Romania,RO,ro.privacy.network,True,wg,False
146.70.10.58,costarica403,sanjose,Costa Rica,CR,sanjose.privacy.network,True,ikev2,False
146.70.10.53,costarica403,sanjose,Costa Rica,CR,sanjose.privacy.network,True,meta,False
146.70.10.58,costarica403,sanjose,Costa Rica,CR,sanjose.privacy.network,True,ovpntcp,False
146.70.10.60,costarica403,sanjose,Costa Rica,CR,sanjose.privacy.network,True,ovpnudp,False
146.70.10.64,costarica403,sanjose,Costa Rica,CR,sanjose.privacy.network,True,wg,False
149.57.29.14,honolulu401,us-honolulu,US Honolulu,US,us-honolulu.privacy.network,False,ikev2,False
149.57.29.1,honolulu401,us-honolulu,US Honolulu,US,us-honolulu.privacy.network,False,meta,False
149.57.29.29,honolulu401,us-honolulu,US Honolulu,US,us-honolulu.privacy.network,False,ovpntcp,False
149.57.29.2,honolulu401,us-honolulu,US Honolulu,US,us-honolulu.privacy.network,False,ovpnudp,False
149.57.29.22,honolulu401,us-honolulu,US Honolulu,US,us-honolulu.privacy.network,False,wg,False
156.146.60.71,vienna403,austria,Austria,AT,austria.privacy.network,True,ikev2,False
89.187.168.1,vienna403,austria,Austria,AT,austria.privacy.network,True,meta,False
156.146.60.86,vienna403,austria,Austria,AT,austria.privacy.network,True,ovpntcp,False
156.146.60.84,vienna403,austria,Austria,AT,austria.privacy.network,True,ovpnudp,False
156.146.60.74,vienna403,austria,Austria,AT,austria.privacy.network,True,wg,False
173.239.232.15,connecticut401,us_connecticut-pf,US Connecticut,US,us-connecticut-pf.privacy.network,False,ikev2,False
173.239.232.2,connecticut401,us_connecticut-pf,US Connecticut,US,us-connecticut-pf.privacy.network,False,meta,False
173.239.232.13,connecticut401,us_connecticut-pf,US Connecticut,US,us-connecticut-pf.privacy.network,False,ovpntcp,False
173.239.232.18,connecticut401,us_connecticut-pf,US Connecticut,US,us-connecticut-pf.privacy.network,False,ovpnudp,False
173.239.232.7,connecticut401,us_connecticut-pf,US Connecticut,US,us-connecticut-pf.privacy.network,False,wg,False
176.125.229.3,montenegro403,montenegro,Montenegro,ME,montenegro.privacy.network,True,ikev2,False
176.125.229.2,montenegro403,montenegro,Montenegro,ME,montenegro.privacy.network,True,meta,False
176.125.229.6,montenegro403,montenegro,Montenegro,ME,montenegro.privacy.network,True,ovpntcp,False
176.125.229.13,montenegro403,montenegro,Montenegro,ME,montenegro.privacy.network,True,ovpnudp,False
176.125.229.9,montenegro403,montenegro,Montenegro,ME,montenegro.privacy.network,True,wg,False
172.98.71.203,montreal405,ca,CA Montreal,CA,ca-montreal.privacy.network,True,ikev2,False
172.98.71.194,montreal405,ca,CA Montreal,CA,ca-montreal.privacy.network,True,meta,False
172.98.71.250,montreal405,ca,CA Montreal,CA,ca-montreal.privacy.network,True,ovpntcp,False
172.98.71.209,montreal405,ca,CA Montreal,CA,ca-montreal.privacy.network,True,ovpnudp,False
172.98.71.215,montreal405,ca,CA Montreal,CA,ca-montreal.privacy.network,True,wg,False
208.78.42.53,vancouver408,ca_vancouver,CA Vancouver,CA,ca-vancouver.privacy.network,True,ikev2,False
66.115.146.202,vancouver408,ca_vancouver,CA Vancouver,CA,ca-vancouver.privacy.network,True,meta,False
208.78.42.60,vancouver408,ca_vancouver,CA Vancouver,CA,ca-vancouver.privacy.network,True,ovpntcp,False
208.78.42.59,vancouver408,ca_vancouver,CA Vancouver,CA,ca-vancouver.privacy.network,True,ovpnudp,False
208.78.42.9,vancouver408,ca_vancouver,CA Vancouver,CA,ca-vancouver.privacy.network,True,wg,False
154.6.86.41,michigan402,us_michigan-pf,US Michigan,US,us-michigan-pf.privacy.network,False,ikev2,False
154.6.86.29,michigan402,us_michigan-pf,US Michigan,US,us-michigan-pf.privacy.network,False,meta,False
154.6.86.42,michigan402,us_michigan-pf,US Michigan,US,us-michigan-pf.privacy.network,False,ovpntcp,False
154.6.86.40,michigan402,us_michigan-pf,US Michigan,US,us-michigan-pf.privacy.network,False,ovpnudp,False
154.6.86.38,michigan402,us_michigan-pf,US Michigan,US,us-michigan-pf.privacy.network,False,wg,False
37.19.221.44,houston433,us_houston,US Houston,US,us-houston.privacy.network,False,ikev2,False
37.19.221.28,houston433,us_houston,US Houston,US,us-houston.privacy.network,False,meta,False
37.19.221.47,houston433,us_houston,US Houston,US,us-houston.privacy.network,False,ovpntcp,False
37.19.221.37,houston433,us_houston,US Houston,US,us-houston.privacy.network,False,ovpnudp,False
37.19.221.45,houston433,us_houston,US Houston,US,us-houston.privacy.network,False,wg,False
154.6.80.132,kentucky401,us_kentucky-pf,US Kentucky,US,us-kentucky-pf.privacy.network,False,ikev2,False
154.6.80.130,kentucky401,us_kentucky-pf,US Kentucky,US,us-kentucky-pf.privacy.network,False,meta,False
154.6.80.134,kentucky401,us_kentucky-pf,US Kentucky,US,us-kentucky-pf.privacy.network,False,ovpntcp,False
154.6.80.143,kentucky401,us_kentucky-pf,US Kentucky,US,us-kentucky-pf.privacy.network,False,ovpnudp,False
154.6.80.144,kentucky401,us_kentucky-pf,US Kentucky,US,us-kentucky-pf.privacy.network,False,wg,False
154.6.92.132,southdakota401,us_south_dakota-pf,US South Dakota,US,us-south-dakota-pf.privacy.network,False,ikev2,False
154.6.92.130,southdakota401,us_south_dakota-pf,US South Dakota,US,us-south-dakota-pf.privacy.network,False,meta,False
154.6.92.136,southdakota401,us_south_dakota-pf,US South Dakota,US,us-south-dakota-pf.privacy.network,False,ovpntcp,False
154.6.92.154,southdakota401,us_south_dakota-pf,US South Dakota,US,us-south-dakota-pf.privacy.network,False,ovpnudp,False
154.6.92.131,southdakota401,us_south_dakota-pf,US South Dakota,US,us-south-dakota-pf.privacy.network,False,wg,False
176.125.230.8,malta403,malta,Malta,MT,malta.privacy.network,True,ikev2,False
176.125.230.2,malta403,malta,Malta,MT,malta.privacy.network,True,meta,False
176.125.230.7,malta403,malta,Malta,MT,malta.privacy.network,True,ovpntcp,False
176.125.230.12,malta403,malta,Malta,MT,malta.privacy.network,True,ovpnudp,False
176.125.230.6,malta403,malta,Malta,MT,malta.privacy.network,True,wg,False
154.6.86.140,minnesota401,us_minnesota-pf,US Minnesota,US,us-minnesota-pf.privacy.network,False,ikev2,False
154.6.86.130,minnesota401,us_minnesota-pf,US Minnesota,US,us-minnesota-pf.privacy.network,False,meta,False
154.6.86.147,minnesota401,us_minnesota-pf,US Minnesota,US,us-minnesota-pf.privacy.network,False,ovpntcp,False
154.6.86.155,minnesota401,us_minnesota-pf,US Minnesota,US,us-minnesota-pf.privacy.network,False,ovpnudp,False
154.6.86.156,minnesota401,us_minnesota-pf,US Minnesota,US,us-minnesota-pf.privacy.network,False,wg,False
166.0.218.213,mumbai414,in,India,IN,in.privacy.network,True,ikev2,False
166.0.218.129,mumbai414,in,India,IN,in.privacy.network,True,meta,False
166.0.218.216,mumbai414,in,India,IN,in.privacy.network,True,ovpntcp,False
166.0.218.208,mumbai414,in,India,IN,in.privacy.network,True,ovpnudp,False
166.0.218.220,mumbai414,in,India,IN,in.privacy.network,True,wg,False
185.253.160.13,armenia403,yerevan,Armenia,AM,yerevan.privacy.network,True,ikev2,False
185.253.160.2,armenia403,yerevan,Armenia,AM,yerevan.privacy.network,True,meta,False
185.253.160.9,armenia403,yerevan,Armenia,AM,yerevan.privacy.network,True,ovpntcp,False
185.253.160.13,armenia403,yerevan,Armenia,AM,yerevan.privacy.network,True,ovpnudp,False
185.253.160.13,armenia403,yerevan,Armenia,AM,yerevan.privacy.network,True,wg,False
91.90.120.168,greenland405,greenland,Greenland,GL,greenland.privacy.network,True,ikev2,False
91.90.120.160,greenland405,greenland,Greenland,GL,greenland.privacy.network,True,meta,False
91.90.120.168,greenland405,greenland,Greenland,GL,greenland.privacy.network,True,ovpntcp,False
91.90.120.168,greenland405,greenland,Greenland,GL,greenland.privacy.network,True,ovpnudp,False
91.90.120.170,greenland405,greenland,Greenland,GL,greenland.privacy.network,True,wg,False
95.181.234.29,qatar402,qatar,Qatar,QA,qatar.privacy.network,True,ikev2,False
95.181.234.26,qatar402,qatar,Qatar,QA,qatar.privacy.network,True,meta,False
95.181.234.34,qatar402,qatar,Qatar,QA,qatar.privacy.network,True,ovpntcp,False
95.181.234.28,qatar402,qatar,Qatar,QA,qatar.privacy.network,True,ovpnudp,False
95.181.234.35,qatar402,qatar,Qatar,QA,qatar.privacy.network,True,wg,False
195.80.150.182,slovenia401,slovenia,Slovenia,SI,slovenia.privacy.network,True,ikev2,False
195.80.150.178,slovenia401,slovenia,Slovenia,SI,slovenia.privacy.network,True,meta,False
195.80.150.189,slovenia401,slovenia,Slovenia,SI,slovenia.privacy.network,True,ovpntcp,False
195.80.150.189,slovenia401,slovenia,Slovenia,SI,slovenia.privacy.network,True,ovpnudp,False
195.80.150.180,slovenia401,slovenia,Slovenia,SI,slovenia.privacy.network,True,wg,False
154.6.92.24,oregon401,us_oregon-pf,US Oregon,US,us-oregon-pf.privacy.network,False,ikev2,False
154.6.92.2,oregon401,us_oregon-pf,US Oregon,US,us-oregon-pf.privacy.network,False,meta,False
154.6.92.24,oregon401,us_oregon-pf,US Oregon,US,us-oregon-pf.privacy.network,False,ovpntcp,False
154.6.92.7,oregon401,us_oregon-pf,US Oregon,US,us-oregon-pf.privacy.network,False,ovpnudp,False
154.6.92.11,oregon401,us_oregon-pf,US Oregon,US,us-oregon-pf.privacy.network,False,wg,False
188.241.177.245,saopaolo401,br,Brazil,BR,br.privacy.network,True,ikev2,False
188.241.177.242,saopaolo401,br,Brazil,BR,br.privacy.network,True,meta,False
188.241.177.248,saopaolo401,br,Brazil,BR,br.privacy.network,True,ovpntcp,False
188.241.177.245,saopaolo401,br,Brazil,BR,br.privacy.network,True,ovpnudp,False
188.241.177.253,saopaolo401,br,Brazil,BR,br.privacy.network,True,wg,False
86.107.104.236,hongkong402,hk,Hong Kong,HK,hk.privacy.network,True,ikev2,False
86.107.104.226,hongkong402,hk,Hong Kong,HK,hk.privacy.network,True,meta,False
86.107.104.233,hongkong402,hk,Hong Kong,HK,hk.privacy.network,True,ovpntcp,False
86.107.104.228,hongkong402,hk,Hong Kong,HK,hk.privacy.network,True,ovpnudp,False
86.107.104.232,hongkong402,hk,Hong Kong,HK,hk.privacy.network,True,wg,False
149.57.16.42,baltimore402,us-baltimore,US Baltimore,US,us-baltimore.privacy.network,False,ikev2,False
149.57.16.33,baltimore402,us-baltimore,US Baltimore,US,us-baltimore.privacy.network,False,meta,False
149.57.16.40,baltimore402,us-baltimore,US Baltimore,US,us-baltimore.privacy.network,False,ovpntcp,False
149.57.16.40,baltimore402,us-baltimore,US Baltimore,US,us-baltimore.privacy.network,False,ovpnudp,False
149.57.16.34,baltimore402,us-baltimore,US Baltimore,US,us-baltimore.privacy.network,False,wg,False
188.126.89.7,helsinki401,fi_2,FI Streaming Optimized,FI,fi-2.privacy.network,True,ikev2,False
188.126.89.2,helsinki401,fi_2,FI Streaming Optimized,FI,fi-2.privacy.network,True,meta,False
188.126.89.8,helsinki401,fi_2,FI Streaming Optimized,FI,fi-2.privacy.network,True,ovpntcp,False
188.126.89.12,helsinki401,fi_2,FI Streaming Optimized,FI,fi-2.privacy.network,True,ovpnudp,False
188.126.89.13,helsinki401,fi_2,FI Streaming Optimized,FI,fi-2.privacy.network,True,wg,False
212.102.35.132,amsterdam416,nl_amsterdam,Netherlands,NL,nl-amsterdam.privacy.network,True,ikev2,False
212.102.35.130,amsterdam416,nl_amsterdam,Netherlands,NL,nl-amsterdam.privacy.network,True,meta,False
212.102.35.156,amsterdam416,nl_amsterdam,Netherlands,NL,nl-amsterdam.privacy.network,True,ovpntcp,False
212.102.35.138,amsterdam416,nl_amsterdam,Netherlands,NL,nl-amsterdam.privacy.network,True,ovpnudp,False
212.102.35.152,amsterdam416,nl_amsterdam,Netherlands,NL,nl-amsterdam.privacy.network,True,wg,False
146.70.38.103,buenosaires411,ar,Argentina,AR,ar.privacy.network,True,ikev2,False
146.70.38.101,buenosaires411,ar,Argentina,AR,ar.privacy.network,True,meta,False
146.70.38.114,buenosaires411,ar,Argentina,AR,ar.privacy.network,True,ovpntcp,False
146.70.38.103,buenosaires411,ar,Argentina,AR,ar.privacy.network,True,ovpnudp,False
146.70.38.112,buenosaires411,ar,Argentina,AR,ar.privacy.network,True,wg,False
185.225.31.27,macedonia402,mk,North Macedonia,MK,mk.privacy.network,True,ikev2,False
185.225.31.18,macedonia402,mk,North Macedonia,MK,mk.privacy.network,True,meta,False
185.225.31.28,macedonia402,mk,North Macedonia,MK,mk.privacy.network,True,ovpntcp,False
185.225.31.21,macedonia402,mk,North Macedonia,MK,mk.privacy.network,True,ovpnudp,False
185.225.31.23,macedonia402,mk,North Macedonia,MK,mk.privacy.network,True,wg,False
156.146.62.144,zurich406,swiss,Switzerland,CH,swiss.privacy.network,True,ikev2,False
156.146.62.129,zurich406,swiss,Switzerland,CH,swiss.privacy.network,True,meta,False
156.146.62.157,zurich406,swiss,Switzerland,CH,swiss.privacy.network,True,ovpntcp,False
156.146.62.138,zurich406,swiss,Switzerland,CH,swiss.privacy.network,True,ovpnudp,False
156.146.62.152,zurich406,swiss,Switzerland,CH,swiss.privacy.network,True,wg,False
191.96.37.213,seattle418,us_seattle,US Seattle,US,us-seattle.privacy.network,False,ikev2,False
191.96.37.188,seattle418,us_seattle,US Seattle,US,us-seattle.privacy.network,False,meta,False
191.96.37.190,seattle418,us_seattle,US Seattle,US,us-seattle.privacy.network,False,ovpntcp,False
191.96.37.201,seattle418,us_seattle,US Seattle,US,us-seattle.privacy.network,False,ovpnudp,False
191.96.37.195,seattle418,us_seattle,US Seattle,US,us-seattle.privacy.network,False,wg,False
154.6.81.149,louisiana401,us_louisiana-pf,US Louisiana,US,us-louisiana-pf.privacy.network,False,ikev2,False
154.6.81.130,louisiana401,us_louisiana-pf,US Louisiana,US,us-louisiana-pf.privacy.network,False,meta,False
154.6.81.144,louisiana401,us_louisiana-pf,US Louisiana,US,us-louisiana-pf.privacy.network,False,ovpntcp,False
154.6.81.148,louisiana401,us_louisiana-pf,US Louisiana,US,us-louisiana-pf.privacy.network,False,ovpnudp,False
154.6.81.154,louisiana401,us_louisiana-pf,US Louisiana,US,us-louisiana-pf.privacy.network,False,wg,False
188.241.82.25,andorra404,ad,Andorra,AD,ad.privacy.network,True,ikev2,False
188.241.82.15,andorra404,ad,Andorra,AD,ad.privacy.network,True,meta,False
188.241.82.22,andorra404,ad,Andorra,AD,ad.privacy.network,True,ovpntcp,False
188.241.82.21,andorra404,ad,Andorra,AD,ad.privacy.network,True,ovpnudp,False
188.241.82.26,andorra404,ad,Andorra,AD,ad.privacy.network,True,wg,False
154.6.83.16,tennessee401,us_tennessee-pf,US Tennessee,US,us-tennessee-pf.privacy.network,False,ikev2,False
154.6.83.2,tennessee401,us_tennessee-pf,US Tennessee,US,us-tennessee-pf.privacy.network,False,meta,False
154.6.83.7,tennessee401,us_tennessee-pf,US Tennessee,US,us-tennessee-pf.privacy.network,False,ovpntcp,False
154.6.83.8,tennessee401,us_tennessee-pf,US Tennessee,US,us-tennessee-pf.privacy.network,False,ovpnudp,False
154.6.83.14,tennessee401,us_tennessee-pf,US Tennessee,US,us-tennessee-pf.privacy.network,False,wg,False
37.46.115.22,belgrade402,rs,Serbia,RS,rs.privacy.network,True,ikev2,False
37.46.115.15,belgrade402,rs,Serbia,RS,rs.privacy.network,True,meta,False
37.46.115.28,belgrade402,rs,Serbia,RS,rs.privacy.network,True,ovpntcp,False
37.46.115.21,belgrade402,rs,Serbia,RS,rs.privacy.network,True,ovpnudp,False
37.46.115.18,belgrade402,rs,Serbia,RS,rs.privacy.network,True,wg,False
188.215.235.108,cambodia401,cambodia,Cambodia,KH,cambodia.privacy.network,True,ikev2,False
188.215.235.98,cambodia401,cambodia,Cambodia,KH,cambodia.privacy.network,True,meta,False
188.215.235.100,cambodia401,cambodia,Cambodia,KH,cambodia.privacy.network,True,ovpntcp,False
188.215.235.99,cambodia401,cambodia,Cambodia,KH,cambodia.privacy.network,True,ovpnudp,False
188.215.235.102,cambodia401,cambodia,Cambodia,KH,cambodia.privacy.network,True,wg,False
149.57.16.146,wilmington401,us-wilmington,US Wilmington,US,us-wilmington.privacy.network,False,ikev2,False
149.57.16.129,wilmington401,us-wilmington,US Wilmington,US,us-wilmington.privacy.network,False,meta,False
149.57.16.137,wilmington401,us-wilmington,US Wilmington,US,us-wilmington.privacy.network,False,ovpntcp,False
149.57.16.141,wilmington401,us-wilmington,US Wilmington,US,us-wilmington.privacy.network,False,ovpnudp,False
149.57.16.157,wilmington401,us-wilmington,US Wilmington,US,us-wilmington.privacy.network,False,wg,False
154.47.20.150,tokyo401,japan_2,JP Streaming Optimized,JP,japan-2.privacy.network,True,ikev2,False
154.47.20.129,tokyo401,japan_2,JP Streaming Optimized,JP,japan-2.privacy.network,True,meta,False
154.47.20.139,tokyo401,japan_2,JP Streaming Optimized,JP,japan-2.privacy.network,True,ovpntcp,False
154.47.20.153,tokyo401,japan_2,JP Streaming Optimized,JP,japan-2.privacy.network,True,ovpnudp,False
154.47.20.139,tokyo401,japan_2,JP Streaming Optimized,JP,japan-2.privacy.network,True,wg,False
46.246.122.107,oslo403,no,Norway,NO,no.privacy.network,True,ikev2,False
46.246.122.98,oslo403,no,Norway,NO,no.privacy.network,True,meta,False
46.246.122.116,oslo403,no,Norway,NO,no.privacy.network,True,ovpntcp,False
46.246.122.110,oslo403,no,Norway,NO,no.privacy.network,True,ovpnudp,False
46.246.122.125,oslo403,no,Norway,NO,no.privacy.network,True,wg,False
154.6.88.7,wisconsin401,us_wisconsin-pf,US Wisconsin,US,us-wisconsin-pf.privacy.network,False,ikev2,False
154.6.88.2,wisconsin401,us_wisconsin-pf,US Wisconsin,US,us-wisconsin-pf.privacy.network,False,meta,False
154.6.88.26,wisconsin401,us_wisconsin-pf,US Wisconsin,US,us-wisconsin-pf.privacy.network,False,ovpntcp,False
154.6.88.4,wisconsin401,us_wisconsin-pf,US Wisconsin,US,us-wisconsin-pf.privacy.network,False,ovpnudp,False
154.6.88.5,wisconsin401,us_wisconsin-pf,US Wisconsin,US,us-wisconsin-pf.privacy.network,False,wg,False
146.70.59.42,lisbon404,pt,Portugal,PT,pt.privacy.network,True,ikev2,False
146.70.59.35,lisbon404,pt,Portugal,PT,pt.privacy.network,True,meta,False
